claim_id,exact_claim_text,claim_type,section,figure,dataset,consumer,backbone,experimental_protocol,source_script,source_artifact,sample_unit,n,effect_size,confidence_interval,raw_p,multiple_testing_family,corrected_p,status,notes
DRAFT-T17-R02,CLIP ViT-B/16 | 2.007 | 0.988 | 2.03x | 1.00x | 1.09x,exploratory,draft table 17,table 17 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 17, row 3; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T17-R03,ConvNeXt-Tiny | 2.108 | 0.987 | 2.14x | 1.00x | 0.93x,exploratory,draft table 17,table 17 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 17, row 4; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T17-R04,SegTrack v2 (DINOv2) | 2.585 | 0.990 | 2.61x | 1.40x | 0.68x,exploratory,draft table 17,table 17 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 17, row 5; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T18-R04,T2 structured | Planner | 30 | 12 | no,exploratory,draft table 18,table 18 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 18, row 5; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T18-R05,T2 structured | Verifier | 30 | 8 | no,exploratory,draft table 18,table 18 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 18, row 6; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T18-R06,T2 structured | World model | 20 | > 30 | yes,exploratory,draft table 18,table 18 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 18, row 7; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T18-R07,T5 lossless PNG | Planner | 20 | 12 | no,exploratory,draft table 18,table 18 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 18, row 8; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T18-R08,T5 lossless PNG | Verifier | 12 | 12 | no,exploratory,draft table 18,table 18 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 18, row 9; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T18-R09,T5 lossless PNG | World model | 8 | > 30 | yes,exploratory,draft table 18,table 18 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 18, row 10; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T21-R01,"Planner | 0.05 | 0.778 | 0.702 | -7.6 pt | [-15.6, -0.9] | yes",exploratory,draft table 21,table 21 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 21, row 2; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T21-R02,"Planner | 0.1 | 0.844 | 0.778 | -6.7 pt | [-15.6, +0.0] | no",exploratory,draft table 21,table 21 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 21, row 3; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T21-R03,"Planner | 0.2 | 0.622 | 0.711 | +8.9 pt | [+0.0, +20.0] | no",exploratory,draft table 21,table 21 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 21, row 4; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T21-R05,"Verifier | 0.1 | 0.667 | 0.756 | +8.9 pt | [+2.2, +17.8] | yes",exploratory,draft table 21,table 21 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 21, row 6; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T21-R07,"World model | 0.05 | 0.689 | 0.978 | +28.9 pt | [+16.7, +42.2] | yes",exploratory,draft table 21,table 21 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 21, row 8; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T21-R08,"World model | 0.1 | 0.622 | 0.922 | +30.0 pt | [+14.4, +46.7] | yes",exploratory,draft table 21,table 21 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 21, row 9; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T21-R09,"World model | 0.2 | 0.489 | 0.533 | +4.4 pt | [-4.4, +13.3] | no",exploratory,draft table 21,table 21 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 21, row 10; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T22-R01,"Planner | 0.05 | T1/K3 (468), T2/K2 (42), T5/K3 (30)",exploratory,draft table 22,table 22 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 22, row 2; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T22-R02,"Planner | 0.1 | T2/K5 (492), T1/K8 (48)",exploratory,draft table 22,table 22 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 22, row 3; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T22-R03,"Planner | 0.2 | T2/K20 (180), T3b/K20 (120), T2/K30 (108)",exploratory,draft table 22,table 22 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 22, row 4; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T22-R04,"Verifier | 0.05 | T2/K1 (420), T2/K2 (96), T5/K1 (24)",exploratory,draft table 22,table 22 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 22, row 5; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T22-R05,"Verifier | 0.1 | T2/K2 (408), T2/K1 (84), T2/K3 (48)",exploratory,draft table 22,table 22 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 22, row 6; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T22-R06,"Verifier | 0.2 | T2/K3 (396), T2/K5 (108), T2/K2 (36)",exploratory,draft table 22,table 22 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 22, row 7; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T22-R07,"World model | 0.05 | T5/K1 (492), T4/K1 (24), T5/K2 (24)",exploratory,draft table 22,table 22 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 22, row 8; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T22-R08,"World model | 0.1 | T4/K1 (312), T5/K2 (138), T5/K3 (54)",exploratory,draft table 22,table 22 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 22, row 9; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T22-R09,"World model | 0.2 | T2/K30 (228), T2/K3 (73), T2/K5 (60)",exploratory,draft table 22,table 22 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 22, row 10; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T24-R01,"Planner | +0.07% | [-0.00, +0.14] | 7/10",exploratory,draft table 24,table 24 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 24, row 2; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T24-R02,"Verifier | +2.05% | [+1.51, +2.60] | 10/10",exploratory,draft table 24,table 24 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 24, row 3; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T24-R03,"World model | +4.43% | [+2.99, +5.98] | 10/10",exploratory,draft table 24,table 24 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 24, row 4; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T26-R01,"1 | 0.143 | 0.102 | 0.102 | 0.386 | 0.866 | 1.4× | [-0.0053, -0.0035]",exploratory,draft table 26,table 26 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 26, row 2; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T26-R02,"2 | 0.351 | 0.178 | 0.176 | 0.351 | 0.940 | 2.0× | [-0.0220, -0.0156]",exploratory,draft table 26,table 26 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 26, row 3; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T26-R03,"3 | 0.538 | 0.156 | 0.152 | 0.394 | 0.896 | 3.5× | [-0.0477, -0.0339]",exploratory,draft table 26,table 26 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 26, row 4; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T26-R04,"5 | 0.910 | 0.197 | 0.189 | 0.400 | 0.910 | 4.8× | [-0.0875, -0.0640]",exploratory,draft table 26,table 26 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 26, row 5; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T26-R05,"8 | 1.278 | 0.276 | 0.266 | 0.362 | 0.981 | 4.8× | [-0.1233, -0.0928]",exploratory,draft table 26,table 26 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 26, row 6; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T26-R06,"12 | 1.634 | 0.330 | 0.313 | 0.368 | 0.994 | 5.2× | [-0.1590, -0.1223]",exploratory,draft table 26,table 26 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 26, row 7; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T26-R07,"20 | 2.042 | 0.411 | 0.386 | 0.363 | 0.988 | 5.3× | [-0.2016, -0.1589]",exploratory,draft table 26,table 26 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 26, row 8; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T26-R08,"30 | 2.253 | 0.452 | 0.423 | 0.334 | 0.912 | 5.3× | [-0.2325, -0.1845]",exploratory,draft table 26,table 26 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 26, row 9; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T29-R01,"Object capacity | 143 to 9,203 dims (64×) | 0.728 / 0.729 / 0.729 | “the world model simply needs more bits”",exploratory,draft table 29,table 29 (OOXML ordinal),synthetic serving,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/mp_store.py; audit_workspace/source/legacy/mt_store.py,"DOCX table 29, row 2; mp_store2.json; mt_store.json",run / synthetic trace,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T29-R02,"Index permutation | cell order only; bits, bytes, rank fixed | WM 20.7×, planner 1.04× n.s. | “the scene payload works because it holds the answer”",exploratory,draft table 29,table 29 (OOXML ordinal),DAVIS,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/relayout.py; audit_workspace/source/legacy/frame_ref.py,"DOCX table 29, row 3; relayout.json; frame_ref3.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T29-R03,"Channel rank at fixed index | scene 144 to 9,216 dims | 0.836 → 0.719 → 0.052 | “the index alone is sufficient”",exploratory,draft table 29,table 29 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 29, row 4; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T29-R04,Cross-video split | fit 60 / evaluate 30 unseen | effect persists on unseen videos | “the read-out memorised the video”,exploratory,draft table 29,table 29 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 29, row 5; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T29-R05,Backbone | DINOv2 / CLIP / ConvNeXt | recalibration 2.38 / 2.03 / 2.14× | backbone-specific artefact (§6.5),exploratory,draft table 29,table 29 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 29, row 6; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T29-R06,"Dataset | DAVIS to SegTrack v2 | 2.61×, same sign | dataset-specific artefact (§6.5)",exploratory,draft table 29,table 29 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 29, row 7; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T29-R07,Floor normalisation | age-0 vs age-matched floor | 8/9 → 3/9 non-expiring cells | a denominator the method itself improved,exploratory,draft table 29,table 29 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 29, row 8; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T29-R08,"Read-out capacity | MLP 7,240,140 vs recal 15,597 vs shrink 9 params | recal wins 9/9 at age 30 on wide payloads | “capacity is what buys the gain”",exploratory,draft table 29,table 29 (OOXML ordinal),synthetic serving,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/mp_store.py; audit_workspace/source/legacy/mt_store.py,"DOCX table 29, row 9; mp_store2.json; mt_store.json",run / synthetic trace,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T29-R09,"Age awareness | blind head vs age-aware head | 2/10 vs 10/10 stale cells won | “it is capacity, not knowing the age”",exploratory,draft table 29,table 29 (OOXML ordinal),synthetic serving,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/mp_store.py; audit_workspace/source/legacy/mt_store.py,"DOCX table 29, row 10; mp_store2.json; mt_store.json",run / synthetic trace,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T29-R10,Calibration set size | k = 1 … 40 videos | WM within 2% at k=3; verifier +1.8% still at k=20 | unbounded calibration cost,exploratory,draft table 29,table 29 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 29, row 11; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T29-R11,"Platform | gimbal / arm / mobile base | 6 constant, 10 deadline, 2 band | “one policy shape fits all”",exploratory,draft table 29,table 29 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 29, row 12; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T29-R12,Policy factorisation | adapt tier / timing / both / neither | WM gain carried by tier (+26.7 pt) | “the gain is just better timing”,exploratory,draft table 29,table 29 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 29, row 13; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T29-R13,Hedging family | 6 arms including an oracle bound | fitted median 0.51% from oracle | “the hedge was simply under-tuned” (§6.6),exploratory,draft table 29,table 29 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 29, row 14; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T30-R01,Equal-byte swap costs the world model (support vs precision) | +0.068 | 90 | <1e-4,exploratory,draft table 30,table 30 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 30, row 2; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T30-R02,6 B structured beats 95 KB JPEG for the verifier | -0.027 | 90 | <1e-4,exploratory,draft table 30,table 30 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 30, row 3; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
DRAFT-T30-R03,A 1.4 KB thumbnail is worse than storing nothing (verifier) | +0.258 | 90 | <1e-4,exploratory,draft table 30,table 30 (OOXML ordinal),DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,"DOCX table 30, row 4; q1q3_all90.json; e21_clip.json",video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
